first word id ^ clause ^ clause function ^ clause level ^ length
1 ^ 1:1.w1-w8_2 ^  ^ 1 ^ 8
29302 ^ 15:47.w11-w12 @15:47.w1-w10 ^ adjunct ^ 2 ^ 2
29304 ^ 16:1.w1-w4 @16:1.w5-w16 ^ adjunct ^ 2 ^ 4
29308 ^ 16:1.w5-w16 ^ adjunct ^ 1 ^ 12
29320 ^ 16:1.w17-w20 @16:1.w5-w16 ^ adjunct ^ 2 ^ 1
29321 ^ 16:1.w18_2 ^ adjunct ^ 1 ^ 3
29324 ^ 16:2.w1-w11 ^ adjunct ^ 1 ^ 11
29335 ^ 16:2.w12-w14 @16:2.w1-w11 ^ adjunct ^ 2 ^ 3
29338 ^ 16:3.w1-w4 ^ adjunct ^ 1 ^ 4
29342 ^ 16:3.w5-w14 ^ adjunct ^ 1 ^ 10
29352 ^ 16:4.w1-w3 ^ adjunct ^ 1 ^ 1
29353 ^ 16:4.w2_2 ^ adjunct ^ 1 ^ 2
29355 ^ 16:4.w4-w7 @16:4.w1-w3 ^ adjunct ^ 2 ^ 4
29359 ^ 16:4.w8-w11 @16:4.w1-w3 ^ adjunct ^ 2 ^ 4
29363 ^ 16:5.w1-w14 ^ adjunct ^ 1 ^ 1
29364 ^ 16:5.w2-w5 ^ adjunct ^ 1 ^ 6
29370 ^ 16:5.w8-w11 ^ adjunct ^ 1 ^ 4
29374 ^ 16:5.w12-w14 ^ adjunct ^ 1 ^ 3
29377 ^ 16:5.w15-w16 ^ adjunct ^ 1 ^ 2
29379 ^ 16:6.w1-w4 ^ adjunct ^ 1 ^ 4
29383 ^ 16:6.w5-w6 ^ adjunct ^ 1 ^ 2
29385 ^ 16:6.w7-w12 ^ adjunct ^ 1 ^ 2
29387 ^ 16:6.w7 ^ adjunct ^ 1 ^ 2
29389 ^ 16:6.w11-w12_2 ^ adjunct ^ 1 ^ 2
29391 ^ 16:6.w13_2 ^ adjunct ^ 1 ^ 1
29392 ^ 16:6.w14-w16 ^ adjunct ^ 1 ^ 3
29395 ^ 16:6.w17_2 ^ adjunct ^ 1 ^ 1
29396 ^ 16:6.w18-w22_2 ^ adjunct ^ 1 ^ 2
29398 ^ 16:6.w20-w22 ^ adjunct ^ 1 ^ 3
29401 ^ 16:7.w1-w2 ^ adjunct ^ 1 ^ 2
29403 ^ 16:7.w3-w9 ^ adjunct ^ 1 ^ 7
29410 ^ 16:7.w10-w15 ^ adjunct ^ 1 ^ 6
29416 ^ 16:7.w16-w18 ^ adjunct ^ 1 ^ 3
29419 ^ 16:7.w19-w21 @16:7.w16-w18 ^ adjunct ^ 2 ^ 3
29422 ^ 16:8.w1-w6 ^ adjunct ^ 1 ^ 1
29423 ^ 16:8.w2_2 ^ adjunct ^ 1 ^ 5
29428 ^ 16:8.w7-w12 ^ adjunct ^ 1 ^ 6
29434 ^ 16:8.w13-w16 ^ adjunct ^ 1 ^ 4
29438 ^ 16:8.w17-w18 ^ adjunct ^ 1 ^ 2
29440 ^ 16:9.w1_2 ^ adjunct ^ 1 ^ 10
29450 ^ 16:9.w11-w15 @16:9.w1-w10 ^ adjunct ^ 2 ^ 5
29455 ^ 16:10.w1-w10 ^ adjunct ^ 1 ^ 1
29456 ^ 16:10.w2_2 ^ adjunct ^ 1 ^ 2
29458 ^ 16:10.w4-w10 ^ adjunct ^ 1 ^ 3
29461 ^ 16:10.w4 ^ adjunct ^ 1 ^ 1
29462 ^ 16:10.w8_2 ^ adjunct ^ 1 ^ 1
29463 ^ 16:10.w9-w10 ^ adjunct ^ 1 ^ 2
29465 ^ 16:11.w1-w9 ^ adjunct ^ 1 ^ 1
29466 ^ 16:11.w2_2 ^ adjunct ^ 1 ^ 1
29467 ^ 16:11.w3-w4 ^ adjunct ^ 1 ^ 2
29469 ^ 16:11.w5-w8 ^ adjunct ^ 1 ^ 5
29474 ^ 16:12.w1-w14 ^ adjunct ^ 1 ^ 2
29476 ^ 16:12.w1 ^ adjunct ^ 1 ^ 4
29480 ^ 16:12.w7_2 ^ adjunct ^ 1 ^ 5
29485 ^ 16:12.w12-w14 ^ adjunct ^ 1 ^ 3
29488 ^ 16:13.w1-w5 ^ adjunct ^ 1 ^ 1
29489 ^ 16:13.w2_2 ^ adjunct ^ 1 ^ 4
29493 ^ 16:13.w6-w8 ^ adjunct ^ 1 ^ 3
29496 ^ 16:14.w1-w7 ^ adjunct ^ 1 ^ 2
29498 ^ 16:14.w3_2 ^ adjunct ^ 1 ^ 5
29503 ^ 16:14.w8-w14 ^ adjunct ^ 1 ^ 7
29510 ^ 16:14.w15-w21 @16:14.w8-w14 ^ adjunct ^ 2 ^ 1
29511 ^ 16:14.w16-w19 ^ adjunct ^ 1 ^ 3
29514 ^ 16:14.w19_2 ^ adjunct ^ 1 ^ 3
29517 ^ 16:15.w1-w3 ^ adjunct ^ 1 ^ 3
29520 ^ 16:15.w4-w8 ^ adjunct ^ 1 ^ 11
29531 ^ 16:16.w1-w2_2 ^ adjunct ^ 1 ^ 2
29533 ^ 16:16.w3-w4 ^ adjunct ^ 1 ^ 3
29536 ^ 16:16.w6-w8 ^ subject ^ 1 ^ 2
29538 ^ 16:16.w6 ^ subject ^ 1 ^ 2
29540 ^ 16:17.w1-w6 ^ subject ^ 1 ^ 2
29542 ^ 16:17.w3-w4_2 ^ subject ^ 1 ^ 2
29544 ^ 16:17.w1 ^ subject ^ 1 ^ 2
29546 ^ 16:17.w7-w12 ^ subject ^ 1 ^ 6
29552 ^ 16:17.w13-w15 ^ subject ^ 1 ^ 2
29554 ^ 16:17.w13 ^ subject ^ 1 ^ 1
29555 ^ 16:18.w1-w6 ^ subject ^ 1 ^ 6
29561 ^ 16:18.w7-w10 @16:18.w11-w14 ^ subject ^ 2 ^ 4
29565 ^ 16:18.w11-w14 ^ subject ^ 1 ^ 4
29569 ^ 16:18.w15-w18 ^ subject ^ 1 ^ 4
29573 ^ 16:18.w19-w21 ^ subject ^ 1 ^ 3
29576 ^ 16:19.w1-w13 ^ subject ^ 1 ^ 3
29579 ^ 16:19.w1 ^ subject ^ 1 ^ 2
29581 ^ 16:19.w6-w9 ^ subject ^ 1 ^ 8
29589 ^ 16:19.w14-w19 ^ subject ^ 1 ^ 6
29595 ^ 16:20.w1-w5 ^ subject ^ 1 ^ 2
29597 ^ 16:20.w3_2 ^ subject ^ 1 ^ 3
29600 ^ 16:20.w6-w8 @16:20.w1-w5 ^ subject ^ 2 ^ 3
29603 ^ 16:20.w9-w16 @16:20.w6-w8 ^ subject ^ 2 ^ 6
29609 ^ 16:20.w15_2 ^ subject ^ 1 ^ 2
29611 ^ 16:8.w19-w28 ^ subject ^ 1 ^ 2
29613 ^ 16:8.w21-w22_2 ^ definer ^ 1 ^ 8
29621 ^ 16:8.w29-w52 ^ definer ^ 1 ^ 2
29623 ^ 16:8.w29 ^ definer ^ 1 ^ 22
29645 ^ 1:1.w1-w11 @1:3.w1-w11 ^ definer ^ 2 ^ 3
29648 ^ 1:1.w4-w11 ^ definer ^ 1 ^ 4
29652 ^ 1:1.w8-w10 ^ definer ^ 1 ^ 4
29656 ^ 1:2.w1-w12 @1:1.w1-w11 ^ definer ^ 3 ^ 3
29659 ^ 1:2.w4-w12 ^ definer ^ 1 ^ 6
29665 ^ 1:2.w4 ^ definer ^ 1 ^ 1
29666 ^ 1:2.w7-w9 ^ definer ^ 1 ^ 2
29668 ^ 1:3.w1-w11 ^ definer ^ 1 ^ 2
29670 ^ 1:3.w3-w6 ^ definer ^ 1 ^ 4
29674 ^ 1:3.w7-w9 ^ definer ^ 1 ^ 5
29679 ^ 1:4.w1-w8 @1:3.w1-w11 ^ definer ^ 2 ^ 2
29681 ^ 1:4.w3-w5 ^ definer ^ 1 ^ 6
29687 ^ 1:5.w1-w15 ^ definer ^ 1 ^ 15
29702 ^ 1:5.w16-w22 ^ definer ^ 1 ^ 7
29709 ^ 1:5.w23-w27 ^ definer ^ 1 ^ 5
29714 ^ 1:6.w1-w17 ^ definer ^ 1 ^ 7
29721 ^ 1:6.w8-w17 ^ definer ^ 1 ^ 10
29731 ^ 1:7.w1-w5 ^ definer ^ 1 ^ 5
29736 ^ 1:7.w6-w10 @1:7.w1-w5 ^ definer ^ 2 ^ 5
29741 ^ 1:7.w11-w18 @1:7.w6-w10 ^ definer ^ 2 ^ 2
29743 ^ 1:7.w13-w17 ^ definer ^ 1 ^ 6
29749 ^ 1:8.w1-w15 ^ definer ^ 1 ^ 2
29751 ^ 1:8.w3-w15 ^ definer ^ 1 ^ 13
29764 ^ 1:9.w1-w14 ^ definer ^ 1 ^ 6
29770 ^ 1:9.w7-w14 ^ definer ^ 1 ^ 2
29772 ^ 1:9.w9-w14 ^ definer ^ 1 ^ 6
29778 ^ 1:10.w1-w13 ^ definer ^ 1 ^ 5
29783 ^ 1:10.w2-w4 ^ definer ^ 1 ^ 2
29785 ^ 1:10.w8_2 ^ definer ^ 1 ^ 6
29791 ^ 1:11.w1-w12 ^ definer ^ 1 ^ 5
29796 ^ 1:11.w6-w12 ^ definer ^ 1 ^ 7
29803 ^ 1:12.w1-w4 ^ definer ^ 1 ^ 3
29806 ^ 1:12.w4_2 ^ definer ^ 1 ^ 1
29807 ^ 1:12.w5-w9 ^ definer ^ 1 ^ 5
29812 ^ 1:13.w1-w6 ^ definer ^ 1 ^ 6
29818 ^ 1:13.w7-w9 ^ definer ^ 1 ^ 3
29821 ^ 1:13.w10-w14 @1:13.w7-w9 ^ definer ^ 2 ^ 5
29826 ^ 1:13.w15-w22 @1:13.w10-w14 ^ definer ^ 2 ^ 8
29834 ^ 1:13.w23-w28 @1:13.w15-w22 ^ definer ^ 2 ^ 6
29840 ^ 1:14.w1-w6 @1:13.w23-w28 ^ definer ^ 2 ^ 4
29844 ^ 1:14.w3_2 ^ definer ^ 2 ^ 2
29846 ^ 1:14.w7-w13 @1:14.w1-w6 ^ definer ^ 2 ^ 7
29853 ^ 1:15.w1-w6 @1:14.w7-w13 ^ definer ^ 2 ^ 6
29859 ^ 1:15.w7-w13 @1:15.w1-w6 ^ definer ^ 2 ^ 7
29866 ^ 1:15.w14-w22 @1:15.w7-w13 ^ definer ^ 2 ^ 9
29875 ^ 1:16.w1-w11 @1:15.w14-w22 ^ definer ^ 2 ^ 11
29886 ^ 1:17.w1-w24 @1:16.w1-w11 ^ definer ^ 2 ^ 10
29896 ^ 1:17.w11-w15 ^ definer ^ 1 ^ 5
29901 ^ 1:17.w16-w20 ^ definer ^ 1 ^ 5
29906 ^ 1:17.w21-w24 ^ definer ^ 1 ^ 3
29909 ^ 1:17.w24_2 ^ definer ^ 1 ^ 1
29910 ^ 1:18.w1-w6 ^ definer ^ 1 ^ 6
29916 ^ 1:18.w7-w10 ^ definer ^ 1 ^ 4
29920 ^ 1:18.w11-w14 ^ definer ^ 1 ^ 4
29924 ^ 1:18.w15-w23 ^ definer ^ 1 ^ 4
29928 ^ 1:18.w19-w23 ^ definer ^ 1 ^ 5
29933 ^ 1:19.w1-w6 ^ definer ^ 1 ^ 1
29934 ^ 1:19.w2_2 ^ definer ^ 1 ^ 5
29939 ^ 1:19.w7-w14 ^ definer ^ 1 ^ 3
29942 ^ 1:19.w10-w14 ^ definer ^ 1 ^ 5
29947 ^ 1:19.w15-w23 ^ definer ^ 1 ^ 2
29949 ^ 1:19.w17-w19 ^ definer ^ 1 ^ 3
29952 ^ 1:19.w20-w23 ^ definer ^ 1 ^ 4
29956 ^ 1:20.w1-w2 ^ definer ^ 1 ^ 2
29958 ^ 1:20.w3-w13 ^ definer ^ 1 ^ 1
29959 ^ 1:20.w4_2 ^ definer ^ 1 ^ 1
29960 ^ 1:20.w5-w8 ^ definer ^ 1 ^ 3
29963 ^ 1:20.w8_2 ^ definer ^ 1 ^ 1
29964 ^ 1:20.w9-w13 ^ definer ^ 1 ^ 5
29969 ^ 1:20.w14-w20 @1:20.w3-w13 ^ definer ^ 2 ^ 7
29976 ^ 1:20.w21-w26 @1:20.w14-w20 ^ definer ^ 3 ^ 6
29982 ^ 1:21.w1-w7 ^ definer ^ 1 ^ 4
29986 ^ 1:21.w5-w7 ^ definer ^ 1 ^ 3
29989 ^ 1:21.w8-w16 ^ definer ^ 1 ^ 2
29991 ^ 1:21.w10-w16 ^ definer ^ 1 ^ 7
29998 ^ 1:22.w1_2 ^ adjunct ^ 1 ^ 4
30002 ^ 1:22.w5-w6 ^ adjunct ^ 1 ^ 2
30004 ^ 1:22.w7-w8 ^ adjunct ^ 1 ^ 2
30006 ^ 1:22.w9-w14 @1:22.w7-w8 ^ adjunct ^ 2 ^ 6
30012 ^ 1:22.w15-w19 ^ adjunct ^ 1 ^ 3
30015 ^ 1:22.w18-w19 ^ adjunct ^ 1 ^ 2
30017 ^ 1:22.w20-w22 ^ adjunct ^ 1 ^ 3
30020 ^ 1:23.w1-w2 ^ adjunct ^ 1 ^ 2
30022 ^ 1:23.w3-w9 @1:23.w10-w14 ^ adjunct ^ 2 ^ 7
30029 ^ 1:23.w10-w14 ^ adjunct ^ 1 ^ 5
30034 ^ 1:24.w1-w10 ^ adjunct ^ 1 ^ 2
30036 ^ 1:24.w1 ^ adjunct ^ 1 ^ 8
30044 ^ 1:24.w11-w16 ^ adjunct ^ 1 ^ 5
30049 ^ 1:24.w16_2 ^ adjunct ^ 1 ^ 1
30050 ^ 1:25.w1-w14 ^ adjunct ^ 1 ^ 7
30057 ^ 1:25.w8-w14 ^ adjunct ^ 1 ^ 2
30059 ^ 1:25.w10-w14 ^ adjunct ^ 1 ^ 5
30064 ^ 1:26.w1-27.w10 ^ adjunct ^ 1 ^ 2
30066 ^ 1:26.w1 ^ adjunct ^ 1 ^ 15
30081 ^ 1:26.w18-w20 ^ adjunct ^ 1 ^ 5
30086 ^ 1:27.w3-w10 ^ adjunct ^ 1 ^ 2
30088 ^ 1:27.w5-w7 ^ adjunct ^ 1 ^ 6
30094 ^ 1:27.w11-w16 ^ adjunct ^ 1 ^ 6
30100 ^ 1:28.w1-w5 ^ adjunct ^ 1 ^ 1
30101 ^ 1:28.w2-w4 ^ adjunct ^ 1 ^ 4
30105 ^ 1:28.w6-w7 ^ adjunct ^ 1 ^ 1
30106 ^ 1:28.w7_2 ^ adjunct ^ 1 ^ 1
30107 ^ 1:28.w8-w11 ^ adjunct ^ 1 ^ 4
30111 ^ 1:29.w1-w6 ^ adjunct ^ 1 ^ 6
30117 ^ 1:29.w7-w8 ^ adjunct ^ 1 ^ 2
30119 ^ 1:29.w9-w13 @1:29.w7-w8 ^ adjunct ^ 2 ^ 5
30124 ^ 1:30.w1-w5 ^ adjunct ^ 1 ^ 5
30129 ^ 1:30.w6-w8 ^ adjunct ^ 1 ^ 3
30132 ^ 1:30.w9-w14 ^ adjunct ^ 1 ^ 6
30138 ^ 1:31.w1-w2 ^ adjunct ^ 1 ^ 2
30140 ^ 1:31.w3-w5 ^ adjunct ^ 1 ^ 3
30143 ^ 1:31.w6-w8 ^ adjunct ^ 1 ^ 3
30146 ^ 1:31.w9-w14 ^ adjunct ^ 1 ^ 6
30152 ^ 1:32.w1-w3 ^ adjunct ^ 1 ^ 3
30155 ^ 1:32.w4-w7 ^ adjunct ^ 1 ^ 4
30159 ^ 1:32.w8-w19 ^ adjunct ^ 1 ^ 12
30171 ^ 1:33.w1-w9 ^ adjunct ^ 1 ^ 9
30180 ^ 1:33.w10-w16 ^ adjunct ^ 1 ^ 6
30186 ^ 1:33.w11-w13_2 ^ adjunct ^ 1 ^ 1
30187 ^ 1:34.w1-w6 ^ adjunct ^ 1 ^ 6
30193 ^ 1:34.w7-w9 ^ adjunct ^ 1 ^ 3
30196 ^ 1:34.w10-w13 @1:34.w7-w9 ^ adjunct ^ 2 ^ 4
30200 ^ 1:35.w1-w6 ^ adjunct ^ 1 ^ 1
30201 ^ 1:35.w2_2 ^ adjunct ^ 1 ^ 5
30206 ^ 1:35.w7-w11 ^ adjunct ^ 1 ^ 5
30211 ^ 1:35.w12-w16 ^ adjunct ^ 1 ^ 5
30216 ^ 1:35.w17-w24 ^ adjunct ^ 1 ^ 3
30219 ^ 1:35.w20_2 ^ adjunct ^ 1 ^ 5
30224 ^ 1:36.w1-w2 ^ adjunct ^ 1 ^ 2
30226 ^ 1:36.w3-w6_2 ^ adjunct ^ 1 ^ 4
30230 ^ 1:36.w7-w13 ^ adjunct ^ 1 ^ 7
30237 ^ 1:36.w14-w22 ^ adjunct ^ 1 ^ 6
30243 ^ 1:36.w20-w22 ^ adjunct ^ 1 ^ 3
30246 ^ 1:37.w1-w8 @1:36.w14-w22 ^ adjunct ^ 2 ^ 8
30254 ^ 1:38.w1-w3 ^ adjunct ^ 1 ^ 3
30257 ^ 1:38.w4_2 ^ adjunct ^ 1 ^ 1
30258 ^ 1:38.w5-w7_2 ^ adjunct ^ 1 ^ 3
30261 ^ 1:38.w8-w13 ^ adjunct ^ 1 ^ 6
30267 ^ 1:38.w14-w19 ^ adjunct ^ 1 ^ 6
30273 ^ 1:39.w1_2 ^ adjunct ^ 1 ^ 16
30289 ^ 1:40.w1-w6 ^ adjunct ^ 1 ^ 6
30295 ^ 1:40.w7-w10 ^ adjunct ^ 1 ^ 4
30299 ^ 1:41.w1-w2 ^ adjunct ^ 1 ^ 2
30301 ^ 1:41.w3-w10 @1:41.w11-w17 ^ adjunct ^ 2 ^ 8
30309 ^ 1:41.w11-w17 ^ adjunct ^ 1 ^ 7
30316 ^ 1:41.w18-w23 ^ adjunct ^ 1 ^ 6
30322 ^ 1:42.w1-w4 ^ adjunct ^ 1 ^ 4
30326 ^ 1:42.w5-w6 ^ adjunct ^ 1 ^ 2
30328 ^ 1:42.w7_2 ^ complement ^ 1 ^ 4
30332 ^ 1:42.w11-w17 ^ complement ^ 1 ^ 1
30333 ^ 1:42.w12_2 ^ complement ^ 1 ^ 6
30339 ^ 1:43.w1-w4 ^ complement ^ 1 ^ 4
30343 ^ 1:43.w5-w13 @1:43.w1-w4 ^ complement ^ 2 ^ 9
30352 ^ 1:44.w1-w2 ^ complement ^ 1 ^ 2
30354 ^ 1:44.w3-w13 @1:44.w14-w22 ^ complement ^ 2 ^ 11
30365 ^ 1:44.w14-w22 ^ complement ^ 1 ^ 9
30374 ^ 1:45.w1-w12 ^ complement ^ 1 ^ 2
30376 ^ 1:45.w3-w4_2 ^ complement ^ 1 ^ 2
30378 ^ 1:45.w5-w12 ^ complement ^ 1 ^ 3
30381 ^ 1:45.w8-w12 ^ complement ^ 1 ^ 5
30386 ^ 1:46.w1-w3 ^ complement ^ 1 ^ 3
30389 ^ 1:46.w4-w9 ^ complement ^ 1 ^ 6
30395 ^ 1:47.w1-w11 ^ complement ^ 1 ^ 11
30406 ^ 1:48.w1-w8 @1:47.w1-w11 ^ complement ^ 2 ^ 8
30414 ^ 1:48.w9-w10 ^ complement ^ 1 ^ 2
30416 ^ 1:48.w11-w18 ^ complement ^ 1 ^ 8
30424 ^ 1:49.w1-w6 @1:48.w11-w18 ^ complement ^ 2 ^ 6
30430 ^ 1:49.w7-w11 ^ complement ^ 1 ^ 5
30435 ^ 1:50.w1-w11 ^ complement ^ 1 ^ 8
30443 ^ 1:50.w9-w11 ^ complement ^ 1 ^ 3
30446 ^ 1:51.w1-w5 ^ complement ^ 1 ^ 5
30451 ^ 1:51.w6-w10 ^ complement ^ 1 ^ 5
30456 ^ 1:52.w1-w4 ^ complement ^ 1 ^ 4
30460 ^ 1:52.w5-w7 ^ complement ^ 1 ^ 3
30463 ^ 1:53.w1_2 ^ complement ^ 1 ^ 3
30466 ^ 1:53.w4-w7 ^ complement ^ 1 ^ 1
30467 ^ 1:53.w5_2 ^ complement ^ 1 ^ 3
30470 ^ 1:54.w1-55.w15 ^ complement ^ 1 ^ 4
30474 ^ 1:54.w5-55.w15 ^ complement ^ 1 ^ 2
30476 ^ 1:55.w1-w6 @1:54.w1-55.w15 ^ complement ^ 2 ^ 15
30491 ^ 1:56.w1-w8 ^ complement ^ 1 ^ 8
30499 ^ 1:56.w9-w14 ^ complement ^ 1 ^ 6
30505 ^ 1:57.w1-w9 ^ complement ^ 1 ^ 2
30507 ^ 1:57.w1 ^ complement ^ 1 ^ 4
30511 ^ 1:57.w7-w9 ^ complement ^ 1 ^ 3
30514 ^ 1:57.w10-w12 ^ complement ^ 1 ^ 3
30517 ^ 1:58.w1-w8 ^ complement ^ 1 ^ 8
30525 ^ 1:58.w9-w16 @1:58.w1-w8 ^ complement ^ 2 ^ 8
30533 ^ 1:58.w17-w19 ^ complement ^ 1 ^ 3
30536 ^ 1:59.w1-w7 ^ complement ^ 1 ^ 7
30543 ^ 1:59.w8-w11 ^ complement ^ 1 ^ 1
30544 ^ 1:59.w9-w11 ^ complement ^ 1 ^ 3
30547 ^ 1:59.w12-w21 ^ complement ^ 1 ^ 10
30557 ^ 1:60.w1-w6 ^ complement ^ 1 ^ 1
30558 ^ 1:60.w2_2 ^ complement ^ 1 ^ 5
30563 ^ 1:60.w7_2 ^ complement ^ 1 ^ 1
30564 ^ 1:60.w8-w10 ^ complement ^ 1 ^ 3
30567 ^ 1:61.w1-w4 ^ complement ^ 1 ^ 4
30571 ^ 1:61.w5-w11 ^ complement ^ 1 ^ 7
30578 ^ 1:61.w12-w16 @1:61.w5-w11 ^ complement ^ 2 ^ 5
30583 ^ 1:62.w1-w11 ^ complement ^ 1 ^ 6
30589 ^ 1:62.w7_2 ^ complement ^ 1 ^ 5
30594 ^ 1:63.w1-w3 ^ complement ^ 1 ^ 3
30597 ^ 1:63.w4-w5 ^ complement ^ 1 ^ 1
30598 ^ 1:63.w5_2 ^ complement ^ 1 ^ 1
30599 ^ 1:63.w6-w9 ^ complement ^ 1 ^ 4
30603 ^ 1:63.w10-w12 ^ complement ^ 1 ^ 3
30606 ^ 1:64.w1-w6 ^ complement ^ 1 ^ 6
30612 ^ 1:64.w7-w10 ^ complement ^ 1 ^ 4
30616 ^ 1:64.w11-w15 ^ complement ^ 1 ^ 2
30618 ^ 1:64.w13-w15 ^ complement ^ 1 ^ 3
30621 ^ 1:65.w1-w8 ^ complement ^ 1 ^ 5
30626 ^ 1:65.w6-w8 ^ complement ^ 1 ^ 3
30629 ^ 1:65.w9-w20 ^ complement ^ 1 ^ 12
30641 ^ 1:66.w1-w10 ^ complement ^ 1 ^ 2
30643 ^ 1:66.w3-w5_2 ^ complement ^ 1 ^ 7
30650 ^ 1:66.w10_2 ^ complement ^ 1 ^ 1
30651 ^ 1:66.w11-w16 ^ complement ^ 1 ^ 6
30657 ^ 1:66.w17-w23 ^ complement ^ 1 ^ 7
30664 ^ 1:67.w1-w8 ^ complement ^ 1 ^ 8
30672 ^ 1:67.w9-w11 ^ complement ^ 1 ^ 2
30674 ^ 1:67.w11_2 ^ complement ^ 1 ^ 1
30675 ^ 1:68.w1-w6 ^ complement ^ 1 ^ 6
30681 ^ 1:68.w7-w8 @1:68.w1-w6 ^ complement ^ 2 ^ 2
30683 ^ 1:68.w9-w14 @1:68.w7-w8 ^ complement ^ 2 ^ 6
30689 ^ 1:69.w1-w10 @1:68.w9-w14 ^ complement ^ 2 ^ 10
30699 ^ 1:70.w1-w10 @1:69.w1-w10 ^ complement ^ 3 ^ 10
30709 ^ 1:71.w1-75.w10 @1:69.w1-w10 ^ complement ^ 2 ^ 7
30716 ^ 1:71.w8-w11 ^ complement ^ 1 ^ 4
30720 ^ 1:72.w1-w6 ^ complement ^ 1 ^ 6
30726 ^ 1:72.w7-75.w10 ^ complement ^ 1 ^ 6
30732 ^ 1:73.w2-w8 ^ complement ^ 1 ^ 7
30739 ^ 1:73.w9-75.w10 ^ complement ^ 1 ^ 3
30742 ^ 1:74.w1-75.w10 ^ complement ^ 1 ^ 1
30743 ^ 1:74.w2-w5 ^ complement ^ 1 ^ 16
30759 ^ 1:76.w1-w7 ^ complement ^ 1 ^ 7
30766 ^ 1:76.w8-78.w5 ^ complement ^ 1 ^ 4
30770 ^ 1:76.w12-78.w5 ^ complement ^ 1 ^ 3
30773 ^ 1:77.w1-78.w5 ^ complement ^ 1 ^ 16
30789 ^ 1:78.w6-79.w16 @1:76.w8-78.w5 ^ complement ^ 2 ^ 7
30796 ^ 1:79.w1-w16 ^ complement ^ 1 ^ 1
30797 ^ 1:79.w2-w8 ^ complement ^ 1 ^ 6
30803 ^ 1:79.w2 ^ complement ^ 1 ^ 1
30804 ^ 1:79.w9-w16 ^ complement ^ 1 ^ 8
30812 ^ 1:80.w1-w4 ^ complement ^ 1 ^ 2
30814 ^ 1:80.w1 ^ complement ^ 1 ^ 2
30816 ^ 1:80.w5-w7 ^ complement ^ 1 ^ 3
30819 ^ 1:80.w8-w19 ^ complement ^ 1 ^ 12
30831 ^ 2:1.w1-w6 ^ complement ^ 1 ^ 6
30837 ^ 2:1.w7-w15 ^ complement ^ 1 ^ 5
30842 ^ 2:1.w12-w15 ^ complement ^ 1 ^ 4
30846 ^ 2:2.w1-w4 ^ complement ^ 1 ^ 4
30850 ^ 2:2.w5-w8 @2:2.w1-w4 ^ complement ^ 2 ^ 4
30854 ^ 2:3.w1-w4 ^ complement ^ 1 ^ 3
30857 ^ 2:3.w4_2 ^ complement ^ 1 ^ 1
30858 ^ 2:3.w5-w9 ^ complement ^ 1 ^ 5
30863 ^ 2:4.w1-5.w8 ^ complement ^ 1 ^ 16
30879 ^ 2:4.w17-w19 ^ complement ^ 1 ^ 3
30882 ^ 2:4.w20-w28 ^ complement ^ 1 ^ 9
30891 ^ 2:5.w1-w8 ^ complement ^ 1 ^ 3
30894 ^ 2:5.w4-w6 ^ complement ^ 1 ^ 3
30897 ^ 2:5.w7-w8 ^ complement ^ 1 ^ 2
30899 ^ 2:6.w1-w7 ^ complement ^ 1 ^ 2
30901 ^ 2:6.w3-w7 ^ complement ^ 1 ^ 5
30906 ^ 2:6.w8-w13 ^ complement ^ 1 ^ 3
30909 ^ 2:6.w11-w13 ^ complement ^ 1 ^ 3
30912 ^ 2:7.w1-w7 ^ complement ^ 1 ^ 7
30919 ^ 2:7.w8-w10 ^ complement ^ 1 ^ 3
30922 ^ 2:7.w11-w15 ^ complement ^ 1 ^ 5
30927 ^ 2:7.w16-w23 @2:7.w11-w15 ^ complement ^ 2 ^ 8
30935 ^ 2:8.w1-w18 ^ complement ^ 1 ^ 8
30943 ^ 2:8.w9_2 ^ complement ^ 1 ^ 1
30944 ^ 2:8.w10-w18 ^ complement ^ 1 ^ 9
30953 ^ 2:9.w1-w5 ^ complement ^ 1 ^ 5
30958 ^ 2:9.w6-w10 ^ complement ^ 1 ^ 5
30963 ^ 2:9.w11-w14 ^ complement ^ 1 ^ 4
30967 ^ 2:10.w1-w5 ^ complement ^ 1 ^ 5
30972 ^ 2:10.w6-w7 ^ complement ^ 1 ^ 2
30974 ^ 2:10.w8-w9 ^ complement ^ 1 ^ 2
30976 ^ 2:10.w10-w18 ^ complement ^ 1 ^ 4
30980 ^ 2:10.w14-w18 ^ complement ^ 1 ^ 5
30985 ^ 2:11.w1-w12 @2:10.w10-w18 ^ complement ^ 2 ^ 5
30990 ^ 2:11.w6-w9 ^ complement ^ 1 ^ 7
30997 ^ 2:12.w1-w5 ^ complement ^ 1 ^ 5
31002 ^ 2:12.w6-w12 ^ complement ^ 1 ^ 2
31004 ^ 2:12.w8_2 ^ complement ^ 1 ^ 1
31005 ^ 2:12.w9-w12 ^ complement ^ 1 ^ 4
31009 ^ 2:13.w1-w14 ^ complement ^ 1 ^ 9
31018 ^ 2:13.w10-w12 ^ complement ^ 1 ^ 3
31021 ^ 2:13.w13-w14 ^ complement ^ 1 ^ 2
31023 ^ 2:14.w1-w4 ^ complement ^ 1 ^ 4
31027 ^ 2:14.w5-w11 ^ complement ^ 1 ^ 7
31034 ^ 2:15.w1-w2 ^ complement ^ 1 ^ 2
